scenario,backend,request_schema_version,custody_algorithm,custody_version,custody_key_id_matches_authoritative_source,owner_approval_required,unapproved_target_rejected,unapproved_target_reason,approval_boundary,signed_artifact_verified,exact_retry_idempotent,conflicting_retry_rejected,conflicting_retry_reason,legacy_private_key_input_rejected,legacy_rejection_reason,target_decrypt_succeeded,provider_received_source_private_key,provider_saw_plaintext_dek,provider_secret_encodings_checked,provider_view_scope,success,limitation
umbral_owner_kms_rewrap_boundary_v1,umbral-pre-v1,1,umbral-owner-source-key-signature-v1,1,True,True,True,custody_request_not_approved,trusted-owner-local-input-v1,True,True,True,custody_artifact_conflict,True,source_private_key_forbidden,True,False,False,raw|base64|hex,request|artifact|objects|journal|audit|results|errors,True,"Prototype process-boundary probe only; the owner process materializes the source key and DEK, reuses the source Umbral key for domain-separated attestation, and provides no HSM, memory-forensics, side-channel, or production-security assurance."
